,Title,Organization,Skills,Ratings,Review counts,Metadata
393,Análisis de Datos de Google,Google," Data Analysis, Data Management, Databases, Exploratory Data Analysis, Data Visualization, SQL, Business Analysis, Microsoft Excel, Process Analysis, Statistical Programming, Data Structures, Extract, Transform, Load, Spreadsheet Software, Communication, Operational Analysis, Computer Programming, Problem Solving, Strategy, Visualization (Computer Graphics), Statistical Analysis, Tableau Software, Data Analysis Software, Plot (Graphics), Programming Principles, R Programming, Strategy and Operations, Research and Design, Business Communication, Computer Programming Tools, Computer Graphics, Data Model, Computer Architecture",4.8,4.8(7.5K reviews),Beginner · Professional Certificate · 3 - 6 Months
395,Bioinformatics,University of California San Diego," Bioinformatics, Algorithms, Computer Programming, Probability & Statistics, Computational Thinking, Computational Logic, Python Programming, Theoretical Computer Science, Critical Thinking, Graph Theory, Problem Solving, General Statistics",4.3,4.3(1.2K reviews),Beginner · Specialization · 3 - 6 Months
396,Information Visualization,New York University," Data Visualization, Javascript, Visualization (Computer Graphics), Web Development, Computer Programming, Data Analysis, HTML and CSS, Interactive Data Visualization, Front-End Web Development, Tableau Software",4.5,4.5(440 reviews),Beginner · Specialization · 3 - 6 Months
397,Data Literacy,Johns Hopkins University," General Statistics, Data Analysis, Probability & Statistics, Statistical Analysis, Research and Design, Statistical Tests, Basic Descriptive Statistics, Regression, Data Visualization, Exploratory Data Analysis",4.6,4.6(206 reviews),Beginner · Specialization · 3 - 6 Months
398,Exploratory Data Analysis With Python and Pandas,Coursera Project Network," Data Analysis, Exploratory Data Analysis, Python Programming",4.5,4.5(395 reviews),Beginner · Guided Project · Less Than 2 Hours
399,Methods and Statistics in Social Sciences,University of Amsterdam," Probability & Statistics, Statistical Tests, General Statistics, Statistical Analysis, Correlation And Dependence, Statistical Programming, Basic Descriptive Statistics, Research and Design, Data Analysis, Regression, Adaptability, Computational Thinking, Critical Thinking, People Analysis, Theoretical Computer Science, Writing, Probability Distribution, Problem Solving, R Programming, Experiment, Mathematical Theory & Analysis, Computer Programming",4.6,4.6(7.3K reviews),Beginner · Specialization · 3 - 6 Months
400,Research Data Management and Sharing,The University of North Carolina at Chapel Hill," Data Management, Leadership and Management, Planning, Clinical Data Management, Data Analysis, Data Warehousing, Databases, Regulations and Compliance, Research and Design, Database Administration",4.7,4.7(669 reviews),Mixed · Course · 1 - 3 Months
401,"Decisions, Decisions: Dashboards and Reports",Google," Business Intelligence, Data Model, Data Visualization, Tableau Software",4.8,4.8(428 reviews),Advanced · Course · 1 - 3 Months
402,Linear Algebra for Data Science Using Python,Howard University," Mathematics, Algebra",3.9,3.9(28 reviews),Beginner · Specialization · 3 - 6 Months
403,Get Started with Python,Google," Computer Programming, Data Visualization, Python Programming",4.8,4.8(760 reviews),Advanced · Course · 1 - 3 Months
404,Foundations of Business Intelligence,Google," Business Intelligence, Data Analysis, Leadership and Management",4.8,4.8(783 reviews),Advanced · Course · 1 - 4 Weeks
409,Data Analysis Using Pyspark,Coursera Project Network," Data Analysis, Python Programming",4.5,4.5(278 reviews),Intermediate · Guided Project · Less Than 2 Hours
411,Julia for Beginners in Data Science,Coursera Project Network," Data Analysis, Exploratory Data Analysis, Data Science",4.4,4.4(47 reviews),Beginner · Guided Project · Less Than 2 Hours
412,Python Data Products for Predictive Analytics,University of California San Diego," Machine Learning, Data Analysis, Machine Learning Algorithms, Probability & Statistics, Regression, Computer Programming, Exploratory Data Analysis, Python Programming, Statistical Programming, Programming Principles, Algorithms, General Statistics, Other Web Frameworks, Statistical Machine Learning, Data Visualization",4.2,4.2(232 reviews),Intermediate · Specialization · 3 - 6 Months
413,Materials Data Sciences and Informatics,Georgia Institute of Technology," Data Analysis, Database Application, Statistical Analysis",4.5,4.5(322 reviews),Intermediate · Course · 1 - 3 Months
414,Data Visualization & Dashboarding with R,Johns Hopkins University," Data Visualization, R Programming, Statistical Programming, Data Analysis, Data Visualization Software, Computer Programming, Data Structures, Exploratory Data Analysis, Programming Principles, Statistical Visualization, Interactive Data Visualization",4.8,4.8(358 reviews),Beginner · Specialization · 3 - 6 Months
415,Neuroscience and Neuroimaging,Johns Hopkins University," Statistical Programming, R Programming, Probability & Statistics, Data Management, Data Structures, Data Analysis, Statistical Analysis, Data Visualization, Visualization (Computer Graphics), General Statistics, Research and Design, Experiment, Correlation And Dependence, Mathematical Theory & Analysis, Process Analysis, Spatial Analysis, Spatial Data Analysis, Bioinformatics, Extract, Transform, Load, Computer Programming",4.6,4.6(3.1K reviews),Intermediate · Specialization · 3 - 6 Months
417,SQL: A Practical Introduction for Querying Databases,IBM," Computational Thinking, Data Analysis, Data Analysis Software, Data Management, Data Structures, Database Administration, Database Theory, Databases, Professional Development, Python Programming, SQL",4.6,4.6(190 reviews),Beginner · Course · 1 - 3 Months
418,تحليلات البيانات من Google,Google," Computer Programming, Problem Solving, Python Programming, Programming Principles, Computer Programming Tools, Algebra, Computational Thinking, Exploratory Data Analysis, Mathematics, Data Analysis, Process Analysis, Differential Equations, Theoretical Computer Science, Critical Thinking, Data Analysis Software, Data Visualization, Databases, Decision Making, People Analysis, SQL, Communication",4.7,4.7(171 reviews),Beginner · Professional Certificate · 3 - 6 Months
419,"GIS, Mapping, and Spatial Analysis",University of Toronto," ArcGIS, Data Analysis, Data Visualization, Geovisualization, Spatial Analysis, Spatial Data Analysis, GIS Software, Data Analysis Software, Data Visualization Software, Data Management, Databases, Geostatistics, Statistical Analysis, Mergers & Acquisitions",4.9,4.9(2.7K reviews),Beginner · Specialization · 3 - 6 Months
420,SAS Visual Business Analytics,SAS," Data Analysis, Data Visualization, SAS (Software), Business Analysis, Interactive Data Visualization, Data Analysis Software, Data Management, Statistical Programming, Statistical Visualization, Data Visualization Software, Business Intelligence, Exploratory Data Analysis, Data Structures, Statistical Analysis, Visualization (Computer Graphics), Basic Descriptive Statistics, Computer Graphics, Network Analysis, Algorithms, Forecasting",4.7,4.7(1.1K reviews),Beginner · Professional Certificate · 3 - 6 Months
421,Python for Genomic Data Science,Johns Hopkins University," Python Programming, Computer Programming, Bioinformatics",4.3,4.3(1.7K reviews),Mixed · Course · 1 - 4 Weeks
422,Estadística y probabilidad,Universidad Nacional Autónoma de México," General Statistics, Probability & Statistics, Probability Distribution, Basic Descriptive Statistics, Statistical Tests, Statistical Visualization, Data Analysis, Statistical Analysis, Data Visualization, Mathematics",4.6,4.6(1.5K reviews),Beginner · Course · 1 - 4 Weeks
423,Introduction to Clinical Data Science,University of Colorado System," Clinical Data Management, Data Analysis, Data Management, Data Analysis Software, Databases, Leadership and Management, SQL",4.6,4.6(387 reviews),Intermediate · Course · 1 - 4 Weeks
424,Python 3 Programming,University of Michigan," Python Programming, Computer Programming, Problem Solving",4.7,4.7(21K reviews),Beginner · Specialization · 3 - 6 Months
425,Data Analysis Using Python,University of Pennsylvania," Data Analysis, Python Programming, Computer Programming, Data Analysis Software, Data Management, Data Structures, Data Visualization, Exploratory Data Analysis, Programming Principles, Problem Solving, Data Science",4.5,4.5(369 reviews),Beginner · Course · 1 - 4 Weeks
426,The Nature of Data and Relational Database Design,"University of California, Irvine"," Data Model, Databases, Data Management, Database Design, Extract, Transform, Load, Business Analysis, Business Intelligence, Data Analysis, Data Structures, SQL, Basic Descriptive Statistics, Statistical Analysis",4.5,4.5(87 reviews),Beginner · Course · 1 - 4 Weeks
427,Virtual Reality,University of London," Virtual Reality, Human Computer Interaction, Computer Graphics, Interactive Design, User Experience, User Experience Design, Visualization (Computer Graphics), Computer Graphic Techniques, Visual Design, Graphic Design, Critical Thinking, Graphics Software, Human Learning, Scientific Visualization, Computer Programming",4.7,4.7(2K reviews),Beginner · Specialization · 3 - 6 Months
428,R Programming,Johns Hopkins University," Computational Thinking, Computer Programming, Computer Programming Tools, Critical Thinking, Data Analysis, Data Structures, Problem Solving, Programming Principles, R Programming, Statistical Programming, General Statistics",4.5,4.5(22K reviews),Intermediate · Course · 1 - 4 Weeks
429,Understanding Medical Research: Your Facebook Friend is Wrong,Yale University, General Statistics,4.9,4.9(1.8K reviews),Beginner · Course · 1 - 3 Months
432,Essential Causal Inference Techniques for Data Science,Coursera Project Network, Regression,4.5,4.5(33 reviews),Beginner · Guided Project · Less Than 2 Hours
433,Computational Neuroscience,University of Washington," Mathematics, Computer Programming, Mathematical Theory & Analysis, Probability & Statistics, Python Programming, Computational Logic, Data Analysis, Artificial Neural Networks, Linear Algebra, Machine Learning, Human Learning",4.6,4.6(1K reviews),Beginner · Course · 1 - 3 Months
434,The Arts and Science of Relationships: Understanding Human Needs,University of Toronto," Emotional Intelligence, Communication",4.5,4.5(1.6K reviews),Beginner · Course · 1 - 3 Months
435,Analytics for Decision Making,University of Minnesota," Data Analysis, Decision Making, Business Analysis, Statistical Analysis, Probability & Statistics, General Statistics, Mathematics, Spreadsheet Software, Mathematical Theory & Analysis, Algebra, Forecasting, Linear Algebra, Microsoft Excel, Plot (Graphics), Probability Distribution, Regression, Leadership and Management, Statistical Machine Learning, Basic Descriptive Statistics, Generally Accepted Accounting Principles (GAAP), Strategy and Operations, Operations Management",4.7,4.7(182 reviews),Beginner · Specialization · 3 - 6 Months
